filename,cell_line,quality,degradation,annotated,psnr,original_path
A172_Phase_A7_1_01d20h00m_1,A172,low,combined_severe,False,13.98,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_01d20h00m_1.tif
A172_Phase_A7_1_01d20h00m_3,A172,high,none,False,inf,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_01d20h00m_3.tif
A172_Phase_A7_1_01d20h00m_3,A172,low,noise_25,False,20.17,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_01d20h00m_3.tif
A172_Phase_A7_1_01d20h00m_3,A172,low,noise_50,False,14.25,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_01d20h00m_3.tif
A172_Phase_A7_1_01d20h00m_3,A172,low,noise_100,False,9.84,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_01d20h00m_3.tif
A172_Phase_A7_1_01d20h00m_3,A172,low,motion_blur_5,False,29.03,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_01d20h00m_3.tif
A172_Phase_A7_1_01d20h00m_3,A172,low,motion_blur_11,False,28.61,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_01d20h00m_3.tif
A172_Phase_A7_1_01d20h00m_3,A172,low,defocus_2,False,29.23,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_01d20h00m_3.tif
A172_Phase_A7_1_01d20h00m_3,A172,low,defocus_8,False,28.56,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_01d20h00m_3.tif
A172_Phase_A7_1_01d20h00m_3,A172,low,shading_0.3,False,18.58,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_01d20h00m_3.tif
A172_Phase_A7_1_01d20h00m_3,A172,low,shading_0.7,False,11.45,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_01d20h00m_3.tif
A172_Phase_A7_1_01d20h00m_3,A172,low,jpeg_70,False,34.84,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_01d20h00m_3.tif
A172_Phase_A7_1_01d20h00m_3,A172,low,jpeg_30,False,31.7,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_01d20h00m_3.tif
A172_Phase_A7_1_01d20h00m_3,A172,low,combined_mild,False,21.51,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_01d20h00m_3.tif
A172_Phase_A7_1_01d20h00m_3,A172,low,combined_severe,False,13.94,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_01d20h00m_3.tif
A172_Phase_A7_1_01d20h00m_4,A172,high,none,False,inf,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_01d20h00m_4.tif
A172_Phase_A7_1_01d20h00m_4,A172,low,noise_25,False,20.16,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_01d20h00m_4.tif
A172_Phase_A7_1_01d20h00m_4,A172,low,noise_50,False,14.24,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_01d20h00m_4.tif
A172_Phase_A7_1_01d20h00m_4,A172,low,noise_100,False,9.85,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_01d20h00m_4.tif
A172_Phase_A7_1_01d20h00m_4,A172,low,motion_blur_5,False,27.98,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_01d20h00m_4.tif
A172_Phase_A7_1_01d20h00m_4,A172,low,motion_blur_11,False,27.77,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_01d20h00m_4.tif
A172_Phase_A7_1_01d20h00m_4,A172,low,defocus_2,False,28.22,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_01d20h00m_4.tif
A172_Phase_A7_1_01d20h00m_4,A172,low,defocus_8,False,27.74,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_01d20h00m_4.tif
A172_Phase_A7_1_01d20h00m_4,A172,low,shading_0.3,False,18.57,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_01d20h00m_4.tif
A172_Phase_A7_1_01d20h00m_4,A172,low,shading_0.7,False,11.47,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_01d20h00m_4.tif
A172_Phase_A7_1_01d20h00m_4,A172,low,jpeg_70,False,33.88,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_01d20h00m_4.tif
A172_Phase_A7_1_01d20h00m_4,A172,low,jpeg_30,False,30.65,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_01d20h00m_4.tif
A172_Phase_A7_1_01d20h00m_4,A172,low,combined_mild,False,21.36,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_01d20h00m_4.tif
A172_Phase_A7_1_01d20h00m_4,A172,low,combined_severe,False,13.93,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_01d20h00m_4.tif
A172_Phase_A7_1_02d00h00m_1,A172,high,none,False,inf,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d00h00m_1.tif
A172_Phase_A7_1_02d00h00m_1,A172,low,noise_25,False,20.16,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d00h00m_1.tif
A172_Phase_A7_1_02d00h00m_1,A172,low,noise_50,False,14.25,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d00h00m_1.tif
A172_Phase_A7_1_02d00h00m_1,A172,low,noise_100,False,9.85,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d00h00m_1.tif
A172_Phase_A7_1_02d00h00m_1,A172,low,motion_blur_5,False,29.33,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d00h00m_1.tif
A172_Phase_A7_1_02d00h00m_1,A172,low,motion_blur_11,False,28.94,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d00h00m_1.tif
A172_Phase_A7_1_02d00h00m_1,A172,low,defocus_2,False,29.51,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d00h00m_1.tif
A172_Phase_A7_1_02d00h00m_1,A172,low,defocus_8,False,28.88,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d00h00m_1.tif
A172_Phase_A7_1_02d00h00m_1,A172,low,shading_0.3,False,18.58,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d00h00m_1.tif
A172_Phase_A7_1_02d00h00m_1,A172,low,shading_0.7,False,11.45,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d00h00m_1.tif
A172_Phase_A7_1_02d00h00m_1,A172,low,jpeg_70,False,34.89,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d00h00m_1.tif
A172_Phase_A7_1_02d00h00m_1,A172,low,jpeg_30,False,31.86,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d00h00m_1.tif
A172_Phase_A7_1_02d00h00m_1,A172,low,combined_mild,False,21.53,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d00h00m_1.tif
A172_Phase_A7_1_02d00h00m_1,A172,low,combined_severe,False,13.93,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d00h00m_1.tif
A172_Phase_A7_1_02d00h00m_2,A172,high,none,False,inf,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d00h00m_2.tif
A172_Phase_A7_1_02d00h00m_2,A172,low,noise_25,False,20.16,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d00h00m_2.tif
A172_Phase_A7_1_02d00h00m_2,A172,low,noise_50,False,14.23,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d00h00m_2.tif
A172_Phase_A7_1_02d00h00m_2,A172,low,noise_100,False,9.85,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d00h00m_2.tif
A172_Phase_A7_1_02d00h00m_2,A172,low,motion_blur_5,False,29.12,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d00h00m_2.tif
A172_Phase_A7_1_02d00h00m_2,A172,low,motion_blur_11,False,28.79,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d00h00m_2.tif
A172_Phase_A7_1_02d00h00m_2,A172,low,defocus_2,False,29.34,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d00h00m_2.tif
A172_Phase_A7_1_02d00h00m_2,A172,low,defocus_8,False,28.75,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d00h00m_2.tif
A172_Phase_A7_1_02d00h00m_2,A172,low,shading_0.3,False,18.57,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d00h00m_2.tif
A172_Phase_A7_1_02d00h00m_2,A172,low,shading_0.7,False,11.45,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d00h00m_2.tif
A172_Phase_A7_1_02d00h00m_2,A172,low,jpeg_70,False,34.62,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d00h00m_2.tif
A172_Phase_A7_1_02d00h00m_2,A172,low,jpeg_30,False,31.56,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d00h00m_2.tif
A172_Phase_A7_1_02d00h00m_2,A172,low,combined_mild,False,21.51,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d00h00m_2.tif
A172_Phase_A7_1_02d00h00m_2,A172,low,combined_severe,False,13.9,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d00h00m_2.tif
A172_Phase_A7_1_02d00h00m_4,A172,high,none,False,inf,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d00h00m_4.tif
A172_Phase_A7_1_02d00h00m_4,A172,low,noise_25,False,20.17,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d00h00m_4.tif
A172_Phase_A7_1_02d00h00m_4,A172,low,noise_50,False,14.24,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d00h00m_4.tif
A172_Phase_A7_1_02d00h00m_4,A172,low,noise_100,False,9.85,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d00h00m_4.tif
A172_Phase_A7_1_02d00h00m_4,A172,low,motion_blur_5,False,28.11,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d00h00m_4.tif
A172_Phase_A7_1_02d00h00m_4,A172,low,motion_blur_11,False,27.89,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d00h00m_4.tif
A172_Phase_A7_1_02d00h00m_4,A172,low,defocus_2,False,28.36,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d00h00m_4.tif
A172_Phase_A7_1_02d00h00m_4,A172,low,defocus_8,False,27.86,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d00h00m_4.tif
A172_Phase_A7_1_02d00h00m_4,A172,low,shading_0.3,False,18.57,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d00h00m_4.tif
A172_Phase_A7_1_02d00h00m_4,A172,low,shading_0.7,False,11.48,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d00h00m_4.tif
A172_Phase_A7_1_02d00h00m_4,A172,low,jpeg_70,False,33.96,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d00h00m_4.tif
A172_Phase_A7_1_02d00h00m_4,A172,low,jpeg_30,False,30.72,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d00h00m_4.tif
A172_Phase_A7_1_02d00h00m_4,A172,low,combined_mild,False,21.39,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d00h00m_4.tif
A172_Phase_A7_1_02d00h00m_4,A172,low,combined_severe,False,13.93,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d00h00m_4.tif
A172_Phase_A7_1_02d04h00m_1,A172,high,none,False,inf,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d04h00m_1.tif
A172_Phase_A7_1_02d04h00m_1,A172,low,noise_25,False,20.15,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d04h00m_1.tif
A172_Phase_A7_1_02d04h00m_1,A172,low,noise_50,False,14.27,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d04h00m_1.tif
A172_Phase_A7_1_02d04h00m_1,A172,low,noise_100,False,9.83,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d04h00m_1.tif
A172_Phase_A7_1_02d04h00m_1,A172,low,motion_blur_5,False,30.13,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d04h00m_1.tif
A172_Phase_A7_1_02d04h00m_1,A172,low,motion_blur_11,False,29.77,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d04h00m_1.tif
A172_Phase_A7_1_02d04h00m_1,A172,low,defocus_2,False,30.33,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d04h00m_1.tif
A172_Phase_A7_1_02d04h00m_1,A172,low,defocus_8,False,29.72,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d04h00m_1.tif
A172_Phase_A7_1_02d04h00m_1,A172,low,shading_0.3,False,18.58,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d04h00m_1.tif
A172_Phase_A7_1_02d04h00m_1,A172,low,shading_0.7,False,11.44,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d04h00m_1.tif
A172_Phase_A7_1_02d04h00m_1,A172,low,jpeg_70,False,35.2,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d04h00m_1.tif
A172_Phase_A7_1_02d04h00m_1,A172,low,jpeg_30,False,32.32,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d04h00m_1.tif
A172_Phase_A7_1_02d04h00m_1,A172,low,combined_mild,False,21.59,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d04h00m_1.tif
A172_Phase_A7_1_02d04h00m_1,A172,low,combined_severe,False,13.96,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d04h00m_1.tif
A172_Phase_A7_1_02d04h00m_2,A172,high,none,False,inf,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d04h00m_2.tif
A172_Phase_A7_1_02d04h00m_2,A172,low,noise_25,False,20.17,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d04h00m_2.tif
A172_Phase_A7_1_02d04h00m_2,A172,low,noise_50,False,14.25,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d04h00m_2.tif
A172_Phase_A7_1_02d04h00m_2,A172,low,noise_100,False,9.85,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d04h00m_2.tif
A172_Phase_A7_1_02d04h00m_2,A172,low,motion_blur_5,False,28.49,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d04h00m_2.tif
A172_Phase_A7_1_02d04h00m_2,A172,low,motion_blur_11,False,28.21,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d04h00m_2.tif
A172_Phase_A7_1_02d04h00m_2,A172,low,defocus_2,False,28.71,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d04h00m_2.tif
A172_Phase_A7_1_02d04h00m_2,A172,low,defocus_8,False,28.18,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d04h00m_2.tif
A172_Phase_A7_1_02d04h00m_2,A172,low,shading_0.3,False,18.57,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d04h00m_2.tif
A172_Phase_A7_1_02d04h00m_2,A172,low,shading_0.7,False,11.46,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d04h00m_2.tif
A172_Phase_A7_1_02d04h00m_2,A172,low,jpeg_70,False,34.0,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d04h00m_2.tif
A172_Phase_A7_1_02d04h00m_2,A172,low,jpeg_30,False,30.93,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d04h00m_2.tif
A172_Phase_A7_1_02d04h00m_2,A172,low,combined_mild,False,21.43,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d04h00m_2.tif
A172_Phase_A7_1_02d04h00m_2,A172,low,combined_severe,False,13.94,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d04h00m_2.tif
A172_Phase_A7_1_02d04h00m_3,A172,high,none,False,inf,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d04h00m_3.tif
A172_Phase_A7_1_02d04h00m_3,A172,low,noise_25,False,20.15,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d04h00m_3.tif
A172_Phase_A7_1_02d04h00m_3,A172,low,noise_50,False,14.23,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d04h00m_3.tif
A172_Phase_A7_1_02d04h00m_3,A172,low,noise_100,False,9.85,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d04h00m_3.tif
A172_Phase_A7_1_02d04h00m_3,A172,low,motion_blur_5,False,28.83,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d04h00m_3.tif
A172_Phase_A7_1_02d04h00m_3,A172,low,motion_blur_11,False,28.53,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d04h00m_3.tif
A172_Phase_A7_1_02d04h00m_3,A172,low,defocus_2,False,29.08,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d04h00m_3.tif
A172_Phase_A7_1_02d04h00m_3,A172,low,defocus_8,False,28.49,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d04h00m_3.tif
A172_Phase_A7_1_02d04h00m_3,A172,low,shading_0.3,False,18.58,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d04h00m_3.tif
A172_Phase_A7_1_02d04h00m_3,A172,low,shading_0.7,False,11.45,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d04h00m_3.tif
A172_Phase_A7_1_02d04h00m_3,A172,low,jpeg_70,False,34.48,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d04h00m_3.tif
A172_Phase_A7_1_02d04h00m_3,A172,low,jpeg_30,False,31.37,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d04h00m_3.tif
A172_Phase_A7_1_02d04h00m_3,A172,low,combined_mild,False,21.49,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d04h00m_3.tif
A172_Phase_A7_1_02d04h00m_3,A172,low,combined_severe,False,13.97,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d04h00m_3.tif
A172_Phase_A7_1_02d04h00m_4,A172,high,none,False,inf,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d04h00m_4.tif
A172_Phase_A7_1_02d04h00m_4,A172,low,noise_25,False,20.16,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d04h00m_4.tif
A172_Phase_A7_1_02d04h00m_4,A172,low,noise_50,False,14.26,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d04h00m_4.tif
A172_Phase_A7_1_02d04h00m_4,A172,low,noise_100,False,9.85,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d04h00m_4.tif
A172_Phase_A7_1_02d04h00m_4,A172,low,motion_blur_5,False,27.82,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d04h00m_4.tif
A172_Phase_A7_1_02d04h00m_4,A172,low,motion_blur_11,False,27.55,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d04h00m_4.tif
A172_Phase_A7_1_02d04h00m_4,A172,low,defocus_2,False,28.06,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d04h00m_4.tif
A172_Phase_A7_1_02d04h00m_4,A172,low,defocus_8,False,27.52,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d04h00m_4.tif
A172_Phase_A7_1_02d04h00m_4,A172,low,shading_0.3,False,18.57,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d04h00m_4.tif
A172_Phase_A7_1_02d04h00m_4,A172,low,shading_0.7,False,11.48,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d04h00m_4.tif
A172_Phase_A7_1_02d04h00m_4,A172,low,jpeg_70,False,33.69,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d04h00m_4.tif
A172_Phase_A7_1_02d04h00m_4,A172,low,jpeg_30,False,30.47,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d04h00m_4.tif
A172_Phase_A7_1_02d04h00m_4,A172,low,combined_mild,False,21.36,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d04h00m_4.tif
A172_Phase_A7_1_02d04h00m_4,A172,low,combined_severe,False,13.87,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d04h00m_4.tif
A172_Phase_A7_1_02d08h00m_1,A172,high,none,False,inf,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d08h00m_1.tif
A172_Phase_A7_1_02d08h00m_1,A172,low,noise_25,False,20.16,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d08h00m_1.tif
A172_Phase_A7_1_02d08h00m_1,A172,low,noise_50,False,14.24,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d08h00m_1.tif
A172_Phase_A7_1_02d08h00m_1,A172,low,noise_100,False,9.85,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d08h00m_1.tif
A172_Phase_A7_1_02d08h00m_1,A172,low,motion_blur_5,False,29.99,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d08h00m_1.tif
A172_Phase_A7_1_02d08h00m_1,A172,low,motion_blur_11,False,29.7,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d08h00m_1.tif
A172_Phase_A7_1_02d08h00m_1,A172,low,defocus_2,False,30.19,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d08h00m_1.tif
A172_Phase_A7_1_02d08h00m_1,A172,low,defocus_8,False,29.66,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d08h00m_1.tif
A172_Phase_A7_1_02d08h00m_1,A172,low,shading_0.3,False,18.58,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d08h00m_1.tif
A172_Phase_A7_1_02d08h00m_1,A172,low,shading_0.7,False,11.44,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d08h00m_1.tif
A172_Phase_A7_1_02d08h00m_1,A172,low,jpeg_70,False,34.61,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d08h00m_1.tif
A172_Phase_A7_1_02d08h00m_1,A172,low,jpeg_30,False,31.88,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d08h00m_1.tif
A172_Phase_A7_1_02d08h00m_1,A172,low,combined_mild,False,21.57,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d08h00m_1.tif
A172_Phase_A7_1_02d08h00m_1,A172,low,combined_severe,False,13.96,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/A172_Phase_A7_1_02d08h00m_1.tif
